id,senha
15287,CC290913
93507,6C4D108F
88198,86FFA466
73208,09F28DD8
81222,6A87F3CF
98830,3F249333
36505,0ED0CEDA
82809,EBCFCA5A
28853,1CF9F44B
99661,CB7D6F04
72467,B5E9F4B3
22132,0191D9B7
71555,9B00E7E4
92242,25D28F68
72428,D9FD233F
32490,B4165042
54268,42E10462
26344,37CFABC7
84838,77F87460
15765,DEEBC8B0
85216,57EC2703
57203,7335AEEB
14145,06BDBFE5
64946,E4D069A9
82798,E790D1B0
96998,4B1CE3CF
73619,8167C677
43724,F650D099
8895,A51252A3
61014,00931E0F
22735,D9B2CC99
12275,32E37565
62434,EF4350D8
348,DB26772A
83901,BE970BD1
86769,FBF52771
71841,E5D4D759
75781,4EBEA8AF
785,19620B83
79542,B526A2FA
84094,279B9F47
24762,FA57EAE3
66985,506A9D9D
33928,0120F877
52825,B0B6EBE7
49032,11E048B1
13739,2122442A
62465,E714E90E
69968,7FB5F168
41175,95E92044
60817,D3B5FD23
3772,5BAF7014
41639,593D47A3
7772,DB70EC6E
46444,3981F71A
94344,A1114BEF
31336,A4C9C0EC
93998,0289B31E
96654,C960A5F5
16194,F89F5956
60233,8C8296BF
32297,D5A20617
87083,8080C577
30431,C36E4E52
90340,4C096CC0
96956,C92B113E
97933,B30C9CD5
85010,707F7E5F
69874,5BF703CA
59964,F51BD4B8
76375,D477B00C
32142,787DA34B
65350,84FE776F
23163,CCA7BDBE
1780,56367D21
57352,983D489F
41648,8E7200B4
54759,692AAA55
59180,B7F0A99E
99287,2189429E
46478,278F710A
88903,12DE1C41
54201,9A709679
34330,80F4F9B9
49206,909D7BD5
36215,37A5E271
40890,DB987362
2786,60D2E9F8
13513,46EE0E49
64635,65239439
7008,56AF930E
40344,42C7DB34
94589,F7B339B2
49577,B914674D
92200,33A9CE32
19733,A5C5E80F
46398,30F79449
34596,E13BE7CB
33265,AA400C65
75464,F6B369DA
